CAS,Chemical Name,Smiles,Molecular Weight (g/mol),Averaged LC50 (ug/org),Averaged LC50 (mol/org),-log10(mol/org),contains_metal
333-41-5,"O,O-Diethyl O-[6-methyl-2-(1-methylethyl)-4-pyrimidinyl] ester phosphorothioic acid",CCO[P](=S)(OCC)Oc1cc(C)nc(n1)C(C)C,304.35200000000003,0.1289782428571428,4.237798432641902e-10,3.3728597039898287,False
330-55-2,"N'-(3,4-Dichlorophenyl)-N-methoxy-N-methylurea",CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,249.097,120.86,4.851925153655002e-07,0.3140859072294831,False
137-26-8,"N,N,N',N'-Tetramethylthioperoxydicarbonic diamide ([(H2N)C(S)]2S2)",CN(C)C(=S)SSC(=S)N(C)C,240.444,1036.86,4.3122722962519335e-06,-0.6347061763498204,False
98-01-1,2-Furancarboxaldehyde,O=Cc1occc1,96.08499999999998,100.0,1.0407451735442575e-06,-0.0173444055228252,False
143390-89-0,(alphaE)-alpha-(Methoxyimino)-2-[(2-methylphenoxy)methyl]benzeneacetic acid methyl ester,CO\N=C(C(=O)OC)/c1ccccc1COc2ccccc2C,313.353,25.0,7.978222643472377e-08,1.0980938482615392,False
88671-89-0,"alpha-Butyl-alpha-(4-chlorophenyl)-1H-1,2,4-triazole-1-propanenitrile",CCCCC(Cn1cncn1)(C#N)c2ccc(Cl)cc2,288.78200000000004,500.0,1.731409852414624e-06,-0.2383998844976219,False
13457-18-6,"2-[(Diethoxyphosphinothionyl)oxy]-5-methylpyrazolo[1,5-a]pyrimidine-6-carboxylic acid ethyl ester",CCOC(=O)c1cn2nc(O[P](=S)(OCC)OCC)cc2nc1C,373.37100000000015,1.85,4.954857233154153e-09,2.304968854548353,False
950-37-8,"Phosphorodithioic acid S-[(5-methoxy-2-oxo-1,3,4-thiadiazol-3(2H)yl)methyl] O,O-dimethyl ester",COC1=NN(CS[P](=S)(OC)OC)C(=O)S1,302.339,0.2644285714285714,8.746095324406423e-10,3.05818579355438,False
24017-47-8,"O,O-Diethyl O-(1-phenyl-1H-1,2,4-triazol-3-yl) phosphorothioate",CCO[P](=S)(OCC)Oc1ncn(n1)c2ccccc2,313.319,0.1323333333333333,4.22359746243711e-10,3.374317479719702,False
107-49-3,Tetraethyl ester diphosphoric acid,CCO[P](=O)(OCC)O[P](=O)(OCC)OCC,290.189,0.0015,5.169045001705784e-12,5.286589686848091,False
121552-61-2,4-Cyclopropyl-6-methyl-N-phenyl-2-pyrimidinamine,Cc1cc(nc(Nc2ccccc2)n1)C3CC3,225.295,784.0,3.4798819325772873e-06,-0.5415645092051935,False
111991-09-4,"2-[[[[(4,6-Dimethoxy-2-pyrimidinyl)amino]carbonyl]amino]sulfonyl]-N,N-dimethyl-3-pyridinecarboxamide",COc1cc(OC)nc(NC(=O)N[S](=O)(=O)c2ncccc2C(=O)N(C)C)n1,410.41200000000015,20.0,4.8731518571581705e-08,1.3121900549231909,False
117-80-6,"2,3-Dichloro-1,4-naphthalenedione",ClC1=C(Cl)C(=O)c2ccccc2C1=O,227.046,7.25,3.1931855218766244e-08,1.4957758485176549,False
72-56-0,"1,1'-(2,2-Dichloroethylidene)bis[4-ethylbenzene",CCc1ccc(cc1)C(C(Cl)Cl)c2ccc(CC)cc2,307.26400000000007,4.47,1.4547750468652362e-08,1.8372041568211168,False
16672-87-0,(2-Chloroethyl)phosphonic acid,O[P](O)(=O)CCCl,144.494,76.19666666666667,5.27334468328558e-07,0.2779138408140743,False
26644-46-2,"N,N'-[1,4-Piperazinediylbis(2,2,2-trichloroethylidene)]bis-formamide",ClC(Cl)(Cl)C(NC=O)N1CCN(CC1)C(NC=O)C(Cl)(Cl)Cl,434.966,100.0,2.2990302690325217e-07,0.6384553107719309,False
173584-44-6,"(4aS)-7-Chloro-2,5-dihydro-2-[[(methoxycarbonyl)[4-(trifluoromethoxy)phenyl]amino]carbonyl]indeno[1,2-e][1,3,4]oxadiazine-4a(3H)-carboxylic acid methyl ester",COC(=O)N(C(=O)N1CO[C@]2(Cc3cc(Cl)ccc3C2=N1)C(=O)OC)c4ccc(OC(F)(F)F)cc4,527.8390000000003,3.9745166666666663,7.529789702289266e-09,2.1232171529375066,False
60207-90-1,"1-[[2-(2,4-Dichlorophenyl)-4-propyl-1,3-dioxolan-2-yl]methyl]-1H-1,2,4-triazole",CCCC1COC(Cn2cncn2)(O1)c3ccc(Cl)cc3Cl,342.2260000000001,54.52857142857143,1.5933497580128748e-07,0.7976888812596816,False
112281-77-3,"1-[2-(2,4-Dichlorophenyl)-3-(1,1,2,2-tetrafluoroethoxy)propyl]-1H-1,2,4-triazole",FC(F)C(F)(F)OCC(Cn1cncn1)c2ccc(Cl)cc2Cl,372.1490000000001,7.695,2.067720187344316e-08,1.6845082321711,False
120068-37-3,"5-Amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-[(trifluoromethyl)sulfinyl]-1H-pyrazole-3-carbonitrile",Nc1n(nc(C#N)c1[S](=O)C(F)(F)F)c2c(Cl)cc(cc2Cl)C(F)(F)F,437.152,0.0744961538461538,1.7041247402769254e-10,3.768498618471227,False
57754-85-5,"3,6-Dichloro-2-pyridinecarboxylic acid compd. with 2-aminoethanol (1:1)",NCCO.OC(=O)c1nc(Cl)ccc1Cl,253.085,100.0,3.9512416776972164e-07,0.403266405884153,False
122-10-1,"3-[(Dimethoxyphosphinyl)oxy]-2-pentenedioic acid, Dimethyl ester",COC(=O)C\C(O[P](=O)(OC)OC)=C\C(=O)OC,282.185,0.743,2.633024434324999e-09,2.57954511064582,False
220899-03-6,"(3-Bromo-6-methoxy-2-methylphenyl)(2,3,4-trimethoxy-6-methylphenyl)methanone",COc1ccc(Br)c(C)c1C(=O)c2c(C)cc(OC)c(OC)c2OC,409.2760000000002,83.14,2.0313920190775898e-07,0.6922062581345785,False
973-21-7,"Carbonic acid 1-methylethyl 2-(1-methylpropyl)-4,6-dinitrophenyl ester",CCC(C)c1cc(cc(c1OC(=O)OC(C)C)[N+]([O-])=O)[N+]([O-])=O,326.30500000000006,48.42,1.4838877737086465e-07,0.8285989434654052,False
69409-94-5,N-[2-Chloro-4-(trifluoromethyl)phenyl]-DL-valine cyano(3-phenoxyphenyl)methyl ester,CC(C)C(Nc1ccc(cc1Cl)C(F)(F)F)C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,502.9200000000002,0.9533333333333333,1.895596383785359e-09,2.722254128472089,False
103055-07-8,"N-[[[2,5-Dichloro-4-(1,1,2,3,3,3-hexafluoropropoxy)phenyl]amino]carbonyl]-2,6-difluorobenzamide",FC(C(F)(F)F)C(F)(F)Oc1cc(Cl)c(NC(=O)NC(=O)c2c(F)cccc2F)cc1Cl,511.15200000000016,0.4,7.825460919648164e-10,3.106490073083171,False
60-51-5,"O,O-Dimethyl S-[2-(methylamino)-2-oxoethyl]phosphorodithioic acid ester",CNC(=O)CS[P](=S)(OC)OC,229.263,0.3134844444444444,1.3673573339110299e-09,2.86411797565442,False
56-38-2,"Phosphorothioic acid, O,O-Diethyl-O-(4-nitrophenyl)ester",CCO[P](=S)(OCC)Oc1ccc(cc1)[N+]([O-])=O,291.26500000000004,0.10225,3.5105488129366717e-10,3.4546249838765193,False
21609-90-5,"p-Phenylphosphonothioic acid, O-(4-Bromo-2,5-dichlorophenyl) O-methyl ester",CO[P](=S)(Oc1cc(Cl)c(Br)cc1Cl)c2ccccc2,412.07200000000006,2.19,5.314605214622686e-09,2.27452899068514,False
64902-72-3,"2-Chloro-N-[[(4-methoxy-6-methyl-1,3,5-triazin-2-yl)amino]carbonyl]benzenesulfonamide",COc1nc(C)nc(NC(=O)N[S](=O)(=O)c2ccccc2Cl)n1,357.77900000000005,25.0,6.987553769226254e-08,1.155674837196624,False
52315-07-8,"3-(2,2-Dichloroethenyl)-2,2-dimethylcyclopropanecarboxylic acid cyano(3-phenoxyphenyl)methyl ester",CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,416.30400000000014,0.2026875,4.868737749337022e-10,3.3125836177488597,False
1344-81-6,Calcium sulfide (Ca(Sx)),S.[Ca++],74.161,25.0,3.3710440797723866e-07,0.4722355686072541,False
52-85-7,"O-[4[(Dimethylamino)sulfonyl]phenyl]O,O-dimethylester phosphorothioic acid",CO[P](=S)(OC)Oc1ccc(cc1)[S](=O)(=O)N(C)C,325.34800000000007,0.417,1.2817045133211203e-09,2.892212086381553,False
420-04-2,Cyanamide,NC#N,42.041,36.2,8.610641992340811e-07,0.0649644672064054,False
63-25-2,1-Naphthalenol methylcarbamate,CNC(=O)Oc1cccc2ccccc12,201.225,2.456337931034483,1.2206922256352256e-08,1.9133938213601016,False
102851-06-9,N-[2-Chloro-4-(trifluoromethyl)phenyl]-D-valine cyano(3-phenoxyphenyl)methyl ester,CC(C)[C@@H](Nc1ccc(cc1Cl)C(F)(F)F)C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,502.9200000000002,19.8,3.9370078740157466e-08,1.4048337166199385,False
150824-47-8,"(1E)-N-[(6-Chloro-3-pyridinyl)methyl]-N-ethyl-N'-methyl-2-nitro-1,1-ethenediamine",CCN(Cc1ccc(Cl)nc1)\C(NC)=C\[N+]([O-])=O,270.72,0.138,5.097517730496454e-10,3.292641254957693,False
16752-77-5,N-[[(Methylamino)carbonyl]oxy]ethanimidothioic acid methyl ester,CNC(=O)O\N=C(/C)SC,162.214,0.4512272727272727,2.7816789717735373e-09,2.555692992543872,False
122-42-9,"N-Phenylcarbamic acid, 1-Methylethyl ester",CC(C)OC(=O)Nc1ccccc1,179.21900000000002,604.0,3.3701783851042572e-06,-0.5276528888879828,False
131-89-5,"2-Cyclohexyl-4,6-dinitrophenol",Oc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)C2CCCCC2,266.253,2175.0,8.168922040315039e-06,-0.9121647514124795,False
51218-45-2,2-Chloro-N-(2-ethyl-6-methylphenyl)-N-(2-methoxy-1-methylethyl)acetamide,CCc1cccc(C)c1N(C(C)COC)C(=O)CCl,283.7989999999999,110.0,3.875982649692213e-07,0.4116181756769472,False
1646-87-3,2-Methyl-2-(methylsulfinyl)propanal O-[(methylamino)carbonyl]oxime,CNC(=O)O\N=C\C(C)(C)[S](C)=O,206.26699999999997,1.3094,6.3480828246883915e-09,2.1973574155544804,False
274671-61-3,"N,N-Diethyl-2-[(4-methylphenyl)methoxy]ethanamine hydrochloride",[Cl-].CC[NH+](CC)CCOCc1ccc(C)cc1,257.80499999999995,25.0,9.69725179884021e-08,1.0133513273529184,False
28249-77-6,"N,N-Diethylcarbamothioic acid S-[(4-chlorophenyl)methyl] ester",CCN(CC)C(=O)SCc1ccc(Cl)cc1,257.786,100.0,3.8791866121511636e-07,0.4112593277270616,False
67375-30-8,"(1S,3S)-rel-3-(2,2-Dichloroethenyl)-2,2-dimethylcyclopropanecarboxylic acid (R)-cyano(3-phenoxyphenyl)methyl ester",CC1(C)[C@@H](C=C(Cl)Cl)[C@H]1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,416.30400000000014,0.0825,1.9817248933471686e-10,3.7029566352159824,False
62-73-7,"Phosphoric acid 2,2-dichloroethenyl dimethyl ester",CO[P](=O)(OC)OC=C(Cl)Cl,220.976,0.495,2.2400622692057062e-09,2.649739908988804,False
79538-32-2,"(1R,3R)-rel-3-[(1Z)-2-Chloro-3,3,3-trifluoro-1-propen-1-yl]-2,2-dimethylcyclopropanecarboxylic acid (2,3,5,6-tetrafluoro-4-methylphenyl)methyl ester",Cc1c(F)c(F)c(COC(=O)C2C(\C=C(/Cl)C(F)(F)F)C2(C)C)c(F)c1F,418.7360000000001,0.955,2.280673264300179e-09,2.6419369285223215,False
66230-04-4,(alphaS)-4-Chloro-alpha-(1-methylethyl)benzeneacetic acid (S)-cyano-(3-phenoxyphenyl)methyl ester,CC(C)[C@@H](C(=O)O[C@@H](C#N)c1cccc(Oc2ccccc2)c1)c3ccc(Cl)cc3,419.908,0.859,2.04568619792907e-09,2.6891609849737814,False
39148-24-8,Monoethyl ester phosphonic acid aluminum salt (3:1),[Al+3].CCO[P](=O)=O.CCO[P](=O)=O.CCO[P](=O)=O,351.081,492.0,1.401386004939031e-06,-0.1465577760602956,False
165252-70-0,N''-Methyl-N-nitro-N'-[(tetrahydro-3-furanyl)methyl]guanidine,CN=C(NCC1CCOC1)N[N+]([O-])=O,202.214,1.4087285714285716,6.966523442632911e-09,2.1569838971320907,False
315-18-4,"4-(Dimethylamino)-3,5-dimethylphenol, Methylcarbamate(ester)",CNC(=O)Oc1cc(C)c(N(C)C)c(C)c1,222.288,0.1845,8.300043187216584e-10,3.0809196478744014,False
28434-01-7,"2,2-Dimethyl-3-(2-methyl-1-propen-1-yl)cyclopropanecarboxylic acid, (1R,3R)-[5-(Phenylmethyl)-3-furanyl]methyl ester",CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,338.44700000000006,0.03035,8.967430646452768e-11,4.047331973445343,False
1079-33-0,"Benzo[b]thiophene-4-ol, 4-(N-methylcarbamate)",CNC(=O)Oc1cccc2sccc12,207.254,0.423,2.040973877464367e-09,2.6901625538070455,False
1929-82-4,2-Chloro-6-(trichloromethyl)pyridine,Clc1cccc(n1)C(Cl)(Cl)Cl,230.909,100.0,4.330710366421404e-07,0.3634408604795999,False
8001-35-2,Toxaphene,ClCC1(CCl)C(=C)C2(Cl)C(Cl)C(Cl)C1(Cl)C2(Cl)Cl,411.7980000000001,33.43057142857143,8.118196647038455e-08,1.0905404329781665,False
886-50-0,"N2-(1,1-Dimethylethyl)-N4-ethyl-6-(methylthio)-1,3,5-triazine-2,4-diamine",CCNc1nc(NC(C)(C)C)nc(SC)n1,241.364,236.4,9.79433552642482e-07,0.0090250223538563,False
68157-60-8,N-(2-Chloro-4-pyridinyl)-N'-phenylurea  ,Clc1cc(NC(=O)Nc2ccccc2)ccn1,247.68500000000003,20.0,8.074772392353188e-08,1.0928697105000402,False
64700-56-7,"[(3,5,6-Trichloro-2-pyridinyl)oxy]acetic acid, 2-Butoxyethyl ester",CCCCOCCOC(=O)COc1nc(Cl)c(Cl)cc1Cl,356.63300000000004,100.0,2.804002994675198e-07,0.5522215268786246,False
10605-21-7,N-1H-Benzimidazol-2-yl carbamic acid methyl ester,COC(=O)Nc1[nH]c2ccccc2n1,191.19,50.0,2.615199539724881e-07,0.5824951688635095,False
1085-98-9,"1,1-Dichloro-N-[(dimethylamino)sulfonyl]-1-fluoro-N-phenylmethanesulfenamide",CN(C)[S](=O)(=O)N(SC(F)(Cl)Cl)c1ccccc1,333.237,535.0,1.6054639790899568e-06,-0.2056005659860106,False
2385-85-5,"1,1a,2,2,3,3a,4,5,5,5a,5b,6-Dodecachlorooctahydro-1,3,4-metheno-1H-cyclobuta[cd]pentalene",ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,545.5460000000003,7.15,1.3106135871218921e-08,1.8825253340286856,False
150114-71-9,"4-Amino-3,6-dichloro-2-pyradinecarboxylic acid",Nc1cc(Cl)nc(C(O)=O)c1Cl,207.016,100.0,4.830544498975924e-07,0.3160039128152513,False
113136-77-9,"1-[[(2,4-Dichlorophenyl)amino]carbonyl]cyclopropane carboxylic acid",OC(=O)C1CC1C(=O)Nc2ccc(Cl)cc2Cl,274.103,94.75,3.4567297694662226e-07,0.461334570187662,False
61-31-4,"1-Naphthaleneacetic acid, Sodium salt",[Na+].[O-]C(=O)Cc1cccc2ccccc12,208.192,111.85,5.372444666461727e-07,0.2698280488330922,False
8065-36-9,"3-(1-Ethylpropyl)phenol, 1-(N-Methylcarbamate) mixt. with 3-(1-Methylbutyl)phenyl N-methylcarbamate",CCCC(C)c1cccc(OC(=O)NC)c1.CCC(CC)c2cccc(OC(=O)NC)c2,442.6000000000002,1.66,3.7505648441030255e-09,2.4259033215511843,False
67485-29-4,"Tetrahydro-5,5-dimethyl-2(1H)-pyrimidio[3-[4-trifluoromethyl)phenyl]-1-[2-[4-(trifluoromethyl)phenyl]ethenyl]-2-propenylidene]hydrazone",CC1(C)CNC(=NC1)N\N=C(/C=C/c2ccc(cc2)C(F)(F)F)\C=C\c3ccc(cc3)C(F)(F)F,494.48300000000006,68.0,1.375173666233217e-07,0.8616424527252383,False
142-59-6,"N,N'-1,2-Ethanediylbiscarbamodithioic acid, Sodium salt (1:2)",[Na+].[Na+].[S-]C(=S)NCCNC([S-])=S,256.354,12.09,4.7161347199575596e-08,1.3264137974491923,False
103361-09-7,"2-[7-Fluoro-3,4-dihydro-3-oxo-4-(2-propynyl)-2H-1,4-benzoxazin-6-yl]-4,5,6,7-tetrahydro-1H-isoindole-1,3(2H)-dione",Fc1cc2OCC(=O)N(CC#C)c2cc1N3C(=O)C4=C(CCCC4)C3=O,354.3370000000002,105.0,2.963280718637905e-07,0.5282272048207929,False
126535-15-7,"2-[[[[[4-(Dimethylamino)-6-(2,2,2-trifluoroethoxy)-1,3,5-triazin-2-yl]amino]carbonyl]amino]sulfonyl]-3-methylbenzoic acid, Methyl ester",COC(=O)c1cccc(C)c1[S](=O)(=O)NC(=O)Nc2nc(OCC(F)(F)F)nc(n2)N(C)C,492.4360000000002,25.0,5.0768018585156215e-08,1.2944097862571102,False
109293-97-2,"2-[1-[2-[[(3,5-Difluorophenyl)amino]carbonyl]hydrazinylidene]ethyl]-3-pyridinecarboxylic acid",C\C(=N/NC(=O)Nc1cc(F)cc(F)c1)c2ncccc2C(O)=O,334.28200000000004,25.0,7.478715575472205e-08,1.1261729832027965,False
210880-92-5,[C(E)]-N-[(2-Chloro-5-thiazolyl)methyl]-N'-methyl-N''-nitroguanidine,CN=C(NCc1sc(Cl)nc1)N[N+]([O-])=O,249.683,0.0256691666666666,1.0280702597560371e-10,3.987977204035628,False
199119-58-9,"N-[[(4,6-Dimethoxy-2-pyrimidinyl)amino]carbonyl]-(2,2,2-trifluoroethoxy)-2-pyridinesulfonamide sodium salt (1:1)",[Na+].COc1cc(OC)nc(NC(=O)N=[S]([O-])(=O)c2ncccc2OCC(F)(F)F)n1,459.33800000000014,25.0,5.4426152419351304e-08,1.2641923664381516,False
2921-88-2,"Phosphorothioic acid, O,O-Diethyl O-(3,5,6-trichloro-2-pyridinyl) ester",CCO[P](=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,350.591,0.1580307692307692,4.5075535090966176e-10,3.3460591090720144,False
640-15-3,"S-[2-(Ethylthio)ethyl]O,O-dimethyl ester phosphorodithioc acid",CCSCCS[P](=S)(OC)OC,246.359,0.555,2.252809923729192e-09,2.6472754494470125,False
10265-92-6,"Phosphoramidothioic acid, O,S-Dimethyl ester",CO[P](N)(=O)SC,141.132,52.25062500000001,3.702252146926282e-07,0.4315340063584793,False
122836-35-5,"N-[2,4-Dichloro-5-[4-(difluoromethyl)-4,5-dihydro-3-methyl-5-oxo-1H-1,2,4-triazol-1-yl]phenyl]methanesulfonamide",CC1=NN(C(=O)N1C(F)F)c2cc(N[S](C)(=O)=O)c(Cl)cc2Cl,387.19500000000016,25.1,6.482521726778496e-08,1.1882560189775546,False
13071-79-9,"Phosphorodithioic acid S-[[(1,1-dimethylethyl)thio]O,O-diethylmethyl]ester",CCO[P](=S)(OCC)SCSC(C)(C)C,288.44,4.09,1.4179725419497987e-08,1.8483321788815448,False
74222-97-2,"2-[[[[(4,6-Dimethyl-2-pyrimidinyl)amino]carbonyl]amino]sulfonyl]benzoic acid, Methyl ester",COC(=O)c1ccccc1[S](=O)(=O)NC(=O)Nc2nc(C)cc(C)n2,364.3830000000001,100.0,2.74436513229212e-07,0.5615581071088263,False
22259-30-9,"N,N-Dimethyl-N'-[3-[[(methylamino)carbonyl]oxy]phenyl]methanimidamide",[H+].[Cl-].CNC(=O)Oc1cccc(c1)N=CN(C)C,257.721,14.27,5.536995433045812e-08,1.2567258346971728,False
2303-17-5,"N,N-Bis(1-methylethyl)carbamothioic acid, S-(2,3,3-trichloro-2-propen-1-yl) ester",CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl,304.66999999999996,30.63,1.0053500508747169e-07,0.997682695762368,False
66841-25-6,"2,2-Dimethyl-3-(1,1,2,2-tetrabromoethyl)cyclopropanecarboxylic acid cyano(3-phenoxyphenyl)methyl ester",CC1(C)[C@@H](C(Br)C(Br)(Br)Br)[C@H]1C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2,665.0140000000001,0.0905,1.3608736056684518e-10,3.8661822090433846,False
104040-78-0,"N-[[4,6-Dimethoxy-2-pyrimidinyl)amino]carbonyl]-3-(trifluoromethyl)-2-pyridinesulfonamide",COc1cc(OC)nc(NC(=O)N[S](=O)(=O)c2ncccc2C(F)(F)F)n1,407.33,100.0,2.455011906807748e-07,0.6099463972076676,False
142459-58-3,"N-(4-Fluorophenyl)-N-(1-methylethyl)-2-[[5-(trifluoromethyl)-1,3,4-thiadiazol-2-yl]oxy]acetamide",CC(C)N(C(=O)COc1sc(nn1)C(F)(F)F)c2ccc(F)cc2,363.336,191.21714285714285,5.262818516666194e-07,0.2787816059601844,False
1918-00-9,"3,6-Dichloro-2-methyoxybenzoic acid",COc1c(Cl)ccc(Cl)c1C(O)=O,221.039,66.88333333333334,3.025861197948477e-07,0.5191509977760289,False
1403-66-3,Gentamicin,CNC(C)C1CCC(N)C(O1)OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O,477.6030000000002,25.4,5.3182245505158024e-08,1.274233329473221,False
2312-35-8,"2-[4-(1,1-Dimethylethyl)phenoxy]cyclohexyl 2-propynyl ester sulfurous acid",CC(C)(C)c1ccc(OC2CCCCC2O[S](=O)OCC#C)cc1,350.4800000000001,21578.2,6.156756448299473e-05,-1.7893519739176666,False
2439-01-2,"6-Methyl-1,3-dithiolo[4,5-b]quinoxalin-2-one",Cc1ccc2nc3SC(=O)Sc3nc2c1,234.305,73.235,3.1256268538870277e-07,0.5050628705173217,False
43121-43-3,"1-(4-Chlorophenoxy)-3,3-dimethyl-1-(1H-1,2,4-triazol-1-yl)-2-butanone",CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2,293.754,25.0,8.510522409907609e-08,1.0700437803646918,False
82697-71-0,"2-(4-Chlorophenyl)-3-ethyl-2,5-dihydro-5-oxo-4-pyridazinecarboxylic acid potassium salt",[K+].CCC1=C(C([O-])=O)C(=O)C=NN1c2ccc(Cl)cc2,316.78499999999997,100.0,3.156715122243793e-07,0.5007646092449265,False
